index,Village_Area_Name,Beat Number,No of Crimes in Each Beat,UNITS,ASI,CHC,CPC,Crime Severity Weights of Beat
1905,CHIKKANTHAPURA,3,16,"SP, BELLARY",98,286,535,10.0
1909,DODDA ANTAPURA VILLAGE,4,19,"SP, BELLARY",98,286,535,11.0
1914,VADDU VILLAGE,2,26,"SP, BELLARY",98,286,535,15.0
1920,VITALAPURA VILLAGE,6,16,"SP, BELLARY",98,286,535,15.0
1926,M.GANGALAPURA VILLAGE,7,16,"SP, BELLARY",98,286,535,11.0
1931,U.RAJAPURA VILLAGE,8,9,"SP, BELLARY",98,286,535,10.0
1934,M.LAKKALAHALLI VILLAGE,11,6,"SP, BELLARY",98,286,535,10.0
1938,T.V Center,5,20,Belagavi,114,320,699,30.0
1950,VISHWESHVARAYYA NAGAR,4,20,Belagavi,114,320,699,20.0
1958,SAHYADRINAGAR,6,9,Belagavi,114,320,699,20.0
1964,SHAHU NAGAR SOUTH,16,14,Belagavi,114,320,699,30.0
1976,HANUMAN NAGAR WEST,46,13,Belagavi,114,320,699,28.0
1986,SHAHU NAGAR NORTH.,17,11,Belagavi,114,320,699,22.0
1994,SHAHU NAGAR EAST.,15,12,Belagavi,114,320,699,28.0
2004,DHAMNERANGI,48,2,Belagavi,114,320,699,12.0
2008,BHARAT NAGAR,49,4,Belagavi,114,320,699,14.0
2012,KANGARALI K H NORTH,19,10,Belagavi,114,320,699,20.0
2020,HANUMAN NAGAR EAST.,45,15,Belagavi,114,320,699,28.0
2028,T V CENTER NORTH.,42,10,Belagavi,114,320,699,22.0
2036,SANGAMESHWAR NAGAR NORTH,25,11,Belagavi,114,320,699,20.0
2042,RAIL NAGAR.,38,5,Belagavi,114,320,699,20.0
2048,APMC YARD.,24,14,Belagavi,114,320,699,22.0
2058,NEHRU NAGAR NORTH,29,15,Belagavi,114,320,699,28.0
2068,KANGARALI K H SOUTH,20,13,Belagavi,114,320,699,20.0
2076,AZAM NAGAR NORTH.,12,13,Belagavi,114,320,699,28.0
2084,P K QUATERS.,27,1,Belagavi,114,320,699,4.0
2086,KLE CAMPUS.,28,14,Belagavi,114,320,699,20.0
2092,SHRINATH NAGAR,78,4,Belagavi,114,320,699,10.0
2098,BASAV COLONY NORTH.,8,12,Belagavi,114,320,699,20.0
2104,VISHWESHWARAYYA NAGAR SOUTH,34,11,Belagavi,114,320,699,22.0
2114,SADASHIV NAGAR EAST.,36,17,Belagavi,114,320,699,22.0
2124,SADASHIV NAGAR WEST.,37,21,Belagavi,114,320,699,30.0
2136,SANGAMESHWAR NAGAR SOUTH,26,12,Belagavi,114,320,699,28.0
2146,JYOTI NAGAR,22,11,Belagavi,114,320,699,20.0
2154,AMBEDKA NAGAR,39,8,Belagavi,114,320,699,20.0
2162,KANGARALI K H EAST.,18,13,Belagavi,114,320,699,28.0
2172,SADASHIV NAGR Y JANGASION,31,8,Belagavi,114,320,699,20.0
2180,SAYADRI NAGAR EAST.,56,8,Belagavi,114,320,699,20.0
2188,SAYADRI NAGAR WEST,57,5,Belagavi,114,320,699,20.0
2194,AZAM NAGAR EAST.,13,10,Belagavi,114,320,699,20.0
2202,JAY NAGAR WEST.,76,4,Belagavi,114,320,699,20.0
2208,T V CENTER SOUTH.,43,5,Belagavi,114,320,699,20.0
2214,RAM NAGAR,21,9,Belagavi,114,320,699,14.0
2220,MARKANDAYA NAGAR,23,9,Belagavi,114,320,699,20.0
2228,BASAV COLONY SOUTH.,9,7,Belagavi,114,320,699,20.0
2234,GANESH NAGAR,63,6,Belagavi,114,320,699,20.0
2240,KUMARSWAMY LAYOUT WEST,52,2,Belagavi,114,320,699,10.0
2244,RAJIVGANDHI NAGAR,50,4,Belagavi,114,320,699,14.0
2250,NEHRU NAGAR SOUTH.,30,12,Belagavi,114,320,699,20.0
2256,DISTRICT HOSPITAL,32,21,Belagavi,114,320,699,30.0
2266,SIDDESHWAR NAGAR,41,5,Belagavi,114,320,699,20.0
2272,USHA COLONY,40,6,Belagavi,114,320,699,22.0
2280,KUVEMPU NAGAR SOUTH,62,5,Belagavi,114,320,699,18.0
2288,JAY NAGAR,75,9,Belagavi,114,320,699,30.0
2298,JADHAV NAGAR,44,9,Belagavi,114,320,699,22.0
2306,AZAM NAGAR WEST.,14,9,Belagavi,114,320,699,28.0
2314,ANNAPURNWADI,10,3,Belagavi,114,320,699,20.0
2320,KUVEMPU NAGAR NORTH,61,6,Belagavi,114,320,699,20.0
2326,VISHWESHWARAYYA NAGAR NORTH.,35,5,Belagavi,114,320,699,28.0
2334,MURLIDHAR COLONY,60,6,Belagavi,114,320,699,20.0
2340,SHRIRAM COLONY,47,1,Belagavi,114,320,699,6.0
2342,KUMARSWAMY LAYOUT EAST.,51,5,Belagavi,114,320,699,20.0
2348,SAYADRI NAGAR SARATHI NAGAR,55,6,Belagavi,114,320,699,20.0
2354,VIDYAGIRI,11,3,Belagavi,114,320,699,6.0
2358,SAMPIGE ROAD.,33,1,Belagavi,114,320,699,6.0
2360,BANJAR COLONY,65,3,Belagavi,114,320,699,10.0
2362,VIJAY NAGAR,77,4,Belagavi,114,320,699,20.0
2368,SAYADRI NAGA ASHRAYA COLONY,53,1,Belagavi,114,320,699,6.0
2370,MAHABALESHWAR NAGAR,64,1,Belagavi,114,320,699,6.0
2372,VIDYANAGAR,58,5,Belagavi,114,320,699,16.0
2376,JATPAT COLONY,7,1,Belagavi,114,320,699,6.0
2378,TEACHER COLONY,74,2,Belagavi,114,320,699,8.0
2382,CHIKKUBAG WEST.,71,1,Belagavi,114,320,699,10.0
2384,MARATHA COLONY,73,1,Belagavi,114,320,699,6.0
2386,CHIKKUBAG EAST.,70,2,Belagavi,114,320,699,16.0
2390,BASTWAD,2,18,Belagavi,114,320,699,28.0
2400,mutnal,5,16,Belagavi,114,320,699,30.0
2412,HALAGA,1,30,Belagavi,114,320,699,30.0
2424,BENDIGERI,4,15,Belagavi,114,320,699,28.0
2434,K K KOPPA,3,17,Belagavi,114,320,699,30.0
2446,Tarihal.Tanaji galli Tilak galli Ramapur galli Siddeshwar galli Navagram Nayik galli Badekollamath,38,9,Belagavi,114,320,699,20.0
2454,Virapanakoppa,13,7,Belagavi,114,320,699,20.0
2460,Aralikatti,10,9,Belagavi,114,320,699,20.0
2468,Shaganamatti,40,7,Belagavi,114,320,699,28.0
2478,Halaga. Maragai galli Ganapati galli Ambedkar galli,42,13,Belagavi,114,320,699,28.0
2488,Kamakaratti,36,6,Belagavi,114,320,699,10.0
2494,Halaga. Basti galli Mahaveer galli Patil galli,41,9,Belagavi,114,320,699,20.0
2502,Halagimardi,30,4,Belagavi,114,320,699,10.0
2506,Badas K H. Shivaji galli Talawar oni Birji oni,20,5,Belagavi,114,320,699,10.0
2512,Bastawad. Hosakeri galli Netaji galli Ganapati galli Shivaji galli Tahashildar galli,47,5,Belagavi,114,320,699,18.0
2518,Hulikavi,23,5,Belagavi,114,320,699,20.0
2524,Bassapur,9,8,Belagavi,114,320,699,22.0
2532,Nagenatti,29,4,Belagavi,114,320,699,10.0
2536,Halaga. Navigalli Basavan galli Mujawar galli Tanaji galli,44,9,Belagavi,114,320,699,20.0
2544,Halaga.Vijay nagar Suvarna soudha,45,19,Belagavi,114,320,699,30.0
2556,K K Koppa. Dongaragavi oni Kumbar oni Chinnannavar oni Ambedkar galli Muslim galli,34,8,Belagavi,114,320,699,20.0
2564,Mutnal. Talawar oni Topinakatti oni Hrijan keri Gudi oni,11,6,Belagavi,114,320,699,20.0
2570,K K Koppa. Kudenatti Somanath nagar Gokul nagar Motageri oni,32,11,Belagavi,114,320,699,22.0
2580,Kukadolli,14,9,Belagavi,114,320,699,20.0
2588,K K Koppa. Janata plot Krishna galli,33,11,Belagavi,114,320,699,20.0
2596,Badas K H. Khanapur cross Madivaleshwar galli Yakkundi galli Shala janata plot,19,14,Belagavi,114,320,699,20.0
2604,Bendigeri. Vithal devar oni Harijan keri Arigeri oni Pete oni Mathad oni Parishwad road,15,10,Belagavi,114,320,699,28.0
2612,Kondasakoppa,35,16,Belagavi,114,320,699,22.0
2622,K K Koppa. Naikar oni Badasadavar oni Kallakutri oni,31,11,Belagavi,114,320,699,20.0
2630,Tarihal. Shivaji galli Sonar galli Laxmi galli Maruti galli Valmiki galli Ambedkar galli,37,16,Belagavi,114,320,699,28.0
2640,Badal Anakalagi. Kallakutri oni Hittal oni Rayappajja oni Kourigudda,24,6,Belagavi,114,320,699,20.0
2648,Nagerahal,28,5,Belagavi,114,320,699,20.0
2656,Badal Ankalagi. Desai oni Agasimani oni Bekkinakeri Harijan colony,26,7,Belagavi,114,320,699,20.0
2664,Halaga. Laxmi galli Sambaji galli Shivaji galli Tanaji galli,43,7,Belagavi,114,320,699,20.0
2670,Badas K H. Dodda oni Alabadi oni Hosabavi plot Kalmeshwar galli,21,6,Belagavi,114,320,699,20.0
2678,Mutnal. Kelgin oni Sutta oni Nekat oni Badiger oni Hosa uru,12,5,Belagavi,114,320,699,6.0
2682,Bastawad. Gudi galli Chougla galli Laxmi galli Basti galli,46,8,Belagavi,114,320,699,20.0
2688,Kolikoppa,7,9,Belagavi,114,320,699,28.0
2696,Badal Ankalagi. Janata plot oni Moormukhdevar oni,27,6,Belagavi,114,320,699,20.0
2702,Gajapati. Goudra oni Basaveshwar oni,18,9,Belagavi,114,320,699,28.0
2712,Bastawad. Janata colony Mahavir colony Vidya nagar Ashray plot Vijay nagar Ambedkar nagar,50,6,Belagavi,114,320,699,20.0
2720,Bendigeri. Gramadevi gudi oni Meled oni Talawar oni Hanumant devar oni Kurubar oni,16,9,Belagavi,114,320,699,20.0
2728,Bastawad. Tahashildar galli Holigalli Ambedkar galli Sai nagar,49,6,Belagavi,114,320,699,20.0
2736,Badas K H. Laxmi galli Hattikatagi oni Jimmannavar oni S C colony,22,6,Belagavi,114,320,699,20.0
2744,Bastawad. Sambhaji galli Shivaji galli Tanaji galli Kannada shale oni,48,8,Belagavi,114,320,699,20.0
2752,Badas. Goudra oni Harijan oni,17,3,Belagavi,114,320,699,10.0
2758,Badal Ankalagi. Mathad oni Pete oni,25,6,Belagavi,114,320,699,20.0
2764,Chandanhosur.,39,8,Belagavi,114,320,699,20.0
2772,Kalarakoppa,6,1,Belagavi,114,320,699,6.0
2774,Hulikatti,8,1,Belagavi,114,320,699,4.0
2776,BELAGAVI RURAL LIMITS,BELAGAVI RURAL,4,Belagavi,114,320,699,18.0
2782,RANI CHANNAMMA NAGAR,MALMARUTI PS,6,Belagavi,114,320,699,18.0
2790,TILAKAWADI PS LIMITS,TILAKAWADI,6,Belagavi,114,320,699,28.0
2800,KHADEBAZAR PS LIMITS,KHADEBAZAR,4,Belagavi,114,320,699,24.0
2808,SHAHAPUR PS LIMITS,SHAHAPUR,4,Belagavi,114,320,699,24.0
2816,MARKET PS LIMITS,MARKET PS,7,Belagavi,114,320,699,28.0
2826,UDYAMBAGH PS LIMITS,UDYAMBAGH PS,4,Belagavi,114,320,699,12.0
2832,CAMP PS LIMITS,CAMP,5,Belagavi,114,320,699,18.0
2840,APMC PS LIMITS,APMC,5,Belagavi,114,320,699,18.0
2848,MARIHAL PS LIMITS,MARIHAL,4,Belagavi,114,320,699,18.0
2856,KAKATI PS LIMITS,KAKATI,3,Belagavi,114,320,699,12.0
2862,BAGEWADI PS LIMITS,BAGEWADI,1,Belagavi,114,320,699,8.0
2864,market ps,market ps limits,5,Belagavi,114,320,699,10.0
2866,hindu nagar,Tilakwadi ps limits,5,Belagavi,114,320,699,18.0
2870,ramthirth nagar belgaum,mmps  limit,5,Belagavi,114,320,699,18.0
2874,ALARAWAD,ALARAWAD,2,Belagavi,114,320,699,12.0
2878,khadebazar ps limits,khadebazar ps limits,5,Belagavi,114,320,699,14.0
2882,belgundi,brps,3,Belagavi,114,320,699,10.0
2884,apmc ps limits,apmc ps limts,6,Belagavi,114,320,699,24.0
2892,BAGEWADI PS LIMIT,bagewadi ps limits,3,Belagavi,114,320,699,10.0
2894,shahapur ps limits,shahapur ps limits,6,Belagavi,114,320,699,12.0
2898,BHAGYANAGAR,TILAKWADI PS,2,Belagavi,114,320,699,10.0
2900,UDYAMABAG,udyambag ps limits,3,Belagavi,114,320,699,10.0
2902,vaibhava nagar,apmc ps,2,Belagavi,114,320,699,10.0
2904,vaibhava nagar,apmcps,2,Belagavi,114,320,699,10.0
2906,LAXMI TAKE,CAMP P S LIMITS,2,Belagavi,114,320,699,10.0
2908,MAJAGAON,UBPS LIMITS,2,Belagavi,114,320,699,10.0
2910,asta chandgar,marihal ps limits,3,Belagavi,114,320,699,10.0
2912,JALAGAR GALLI,MARKET P S LIMITS,1,Belagavi,114,320,699,10.0
2914,KHANAGAON,MARIHAL P S LIMITS,1,Belagavi,114,320,699,10.0
2916,MUSLIM GALLI,KAKATI P S LIMITS,2,Belagavi,114,320,699,10.0
2918,ganeshpur,camp ps limits,2,Belagavi,114,320,699,10.0
2920,HUNNARGI,NIPPANI P S LIMITS,1,Belagavi,114,320,699,10.0
2922,CHAVAT GALLI,MARKET PS,2,Belagavi,114,320,699,10.0
2924,KHANAPUR,khanapur ps limits,2,Belagavi,114,320,699,10.0
2926,UCHAGAON,BRPS LIMITS,2,Belagavi,114,320,699,10.0
2928,NEW GOODSHED ROAD,KBPS LIMITS,1,Belagavi,114,320,699,10.0
2930,K.H. KANGRALI,APMC PS LIMITS,2,Belagavi,114,320,699,10.0
2932,CHALUVENATTI,KAKATI PS LIMITS,2,Belagavi,114,320,699,10.0
2934,HALAGA,BAGEWADI PS,2,Belagavi,114,320,699,10.0
2936,SHASTRI NAGAR,KB PS LIMITS,2,Belagavi,114,320,699,10.0
2938,HONGA,kakti ps limits,3,Belagavi,114,320,699,10.0
2940,PEERANWADI,UDYAMBAG PS,2,Belagavi,114,320,699,10.0
2942,RAMANAGAR,MMPS,1,Belagavi,114,320,699,10.0
2944,LAKSHMI COLONY,gokak town ps limits,1,Belagavi,114,320,699,4.0
2946,Dharwad,Dharawad,1,Belagavi,114,320,699,10.0
2948,ambedkar nagar,sankeshwar ps limits,1,Belagavi,114,320,699,10.0
2950,Kattanabavi,KAKATI,1,Belagavi,114,320,699,10.0
2952,GUDAGUDDI,hukkeri ps limits,1,Belagavi,114,320,699,10.0
2954,Santibastawad Karle Ranakunde Janewadi,18,14,Belagavi,114,320,699,30.0
2966,Desur Nandihalli Rajhansagad,3,14,Belagavi,114,320,699,30.0
2978,ASHOK NAGAR,8,14,Belagavi,114,320,699,28.0
2988,Belagundi Boknur Benakanahalli,15,11,Belagavi,114,320,699,20.0
2996,Macche Zadshahapur,4,15,Belagavi,114,320,699,20.0
3004,Yallur Sulaga Yaramalli Avcharatti,5,21,Belagavi,114,320,699,22.0
3014,Kiniye Badarawadi Karle Janewadi,9,13,Belagavi,114,320,699,22.0
3024,BUS STAND,1,16,Belagavi,114,320,699,28.0
3034,Kiniye Navage Badarawadi Bamanawadi,2,12,Belagavi,114,320,699,20.0
3042,Dhamane,16,16,Belagavi,114,320,699,30.0
3054,Turamari Bachi Hindalaga,12,14,Belagavi,114,320,699,28.0
3064,Peeranawadi Hunchyanatti Khadarawadi,7,16,Belagavi,114,320,699,22.0
3074,Bijagarni Kavalewadi Belavatti Inambadas,13,29,Belagavi,114,320,699,30.0
3086,Macche Nandihalli Kuttalawadi Balagamatti,6,8,Belagavi,114,320,699,20.0
3094,Savangaon Hangaraga Mandolli Guruprasad Nagar,14,4,Belagavi,114,320,699,16.0
3100,Rakasakoppa,17,2,Belagavi,114,320,699,6.0
3104,TURAMARI,53,10,Belagavi,114,320,699,20.0
3110,Markandey Nagar,11,16,Belagavi,114,320,699,20.0
3118,BHAVANI NAGAR,41,12,Belagavi,114,320,699,30.0
3130,BENAKANAHALLI,46,18,Belagavi,114,320,699,30.0
3142,KHADARAVADI,23,10,Belagavi,114,320,699,20.0
3150,HINDALAGA,47,19,Belagavi,114,320,699,30.0
3162,KINEY,30,17,Belagavi,114,320,699,22.0
3172,HUNCHANATTI,26,16,Belagavi,114,320,699,28.0
3182,SANTIBASTWAD,20,20,Belagavi,114,320,699,22.0
3190,BELAGUNDI,48,15,Belagavi,114,320,699,30.0
3200,BACHI,54,8,Belagavi,114,320,699,20.0
3208,PEERANAVADI,22,22,Belagavi,114,320,699,22.0
3218,BADARAVADI,32,12,Belagavi,114,320,699,20.0
3226,SAVANAGAV,44,19,Belagavi,114,320,699,20.0
3234,TIPUSULTAN NAGAR,25,6,Belagavi,114,320,699,20.0
3242,BAKANUR,39,4,Belagavi,114,320,699,20.0
3248,NAVAGE,31,13,Belagavi,114,320,699,20.0
3254,HANGARAGA,43,10,Belagavi,114,320,699,22.0
3264,BIJAGARANI,36,11,Belagavi,114,320,699,28.0
3272,SONOLI,49,6,Belagavi,114,320,699,16.0
3276,BALAGAMATTI,28,1,Belagavi,114,320,699,0.0
3278,GURUPRASAD NAGAR,40,8,Belagavi,114,320,699,20.0
3286,BELAVATTI,37,12,Belagavi,114,320,699,28.0
3294,Sulaga,10,10,Belagavi,114,320,699,20.0
3302,MANDOLLI,42,13,Belagavi,114,320,699,20.0
3308,KARLE,33,4,Belagavi,114,320,699,22.0
3314,DHAMANE S,52,6,Belagavi,114,320,699,28.0
3322,RAKASAKOPPA,51,5,Belagavi,114,320,699,10.0
3326,JAITUN MAL,24,5,Belagavi,114,320,699,20.0
3334,KALYANATTI,19,1,Belagavi,114,320,699,4.0
3336,KUTTALAVADI,27,5,Belagavi,114,320,699,20.0
3342,BOKANUR,45,4,Belagavi,114,320,699,18.0
3348,RANAKUNDE,21,5,Belagavi,114,320,699,20.0
3354,BAMANAVADI,29,2,Belagavi,114,320,699,6.0
3358,KAVALEWADI,35,4,Belagavi,114,320,699,20.0
3364,INMBADAS,38,4,Belagavi,114,320,699,20.0
3370,YALEBAIL,50,3,Belagavi,114,320,699,10.0
3374,FISH MARKET CAMP BELAGAVI,0,1,Belagavi,114,320,699,10.0
3376,JANEWADI,34,1,Belagavi,114,320,699,10.0
3378,KANABARGI ROAD,KANABARGI ROAD,2,Belagavi,114,320,699,6.0
3380,FROM HALGA TO KAKATI NH ROAD,NH,3,Belagavi,114,320,699,6.0
3382,APMC ROAD,APMC ROAD,2,Belagavi,114,320,699,6.0
3384,VAIBHAV NAGAR,VAIBHAV NAGAR,2,Belagavi,114,320,699,6.0
3386,DHARMNATH CIRCLE ROAD,46,2,Belagavi,114,320,699,6.0
3388,K P T C L QUATERS ROAD,K P T C L QUATERS ROAD,2,Belagavi,114,320,699,6.0
3390,CIVIL HOSPITAL ROAD,9,2,Belagavi,114,320,699,6.0
3392,OTHER,OTHER,2,Belagavi,114,320,699,6.0
3394,KEB GATE,3,2,Belagavi,114,320,699,6.0
3396,SAMBRA ROAD,41,3,Belagavi,114,320,699,6.0
3398,ALLRVAD BRIZE,25,1,Belagavi,114,320,699,6.0
3400,SADASHIV NAGAR,SADASHIV NAGAR,2,Belagavi,114,320,699,6.0
3402,HANUMAN NAGAR,43,2,Belagavi,114,320,699,6.0
3404,SHRI NAGAR GARDEN TOWARDS VANTMURI COLONY,40,2,Belagavi,114,320,699,6.0
3406,INDAL SERVICE ROAD,Bouxite Road,2,Belagavi,114,320,699,6.0
3408,TRIVENI HOTEL,2,2,Belagavi,114,320,699,6.0
3410,SADASHIV NAGAR LAXMI COMLEX,6,2,Belagavi,114,320,699,6.0
3412,AUTO NAGAR,AUTO NAGAR,2,Belagavi,114,320,699,6.0
3414,KLE BYPASS,16,3,Belagavi,114,320,699,6.0
3416,SHINDOLI CROSS,8,2,Belagavi,114,320,699,6.0
3418,GANDHI NAGAR,GANDHI NAGAR,3,Belagavi,114,320,699,6.0
3420,MAHANTESH NAGAR,MAHANTESH NAGAR,2,Belagavi,114,320,699,6.0
3422,MUJAVAR KHOOT,17,2,Belagavi,114,320,699,6.0
3424,KLE ROAD,KLE ROAD,2,Belagavi,114,320,699,6.0
3426,CBS CIRCLE TO RTO CIRCLE,11,2,Belagavi,114,320,699,6.0
3428,SAMBRA UNDER BRIDGE,12,2,Belagavi,114,320,699,6.0
3430,KANABARGI ROAD AUTO NAGAR CROSS,7,1,Belagavi,114,320,699,6.0
3432,INDAL BRIDGE,1,2,Belagavi,114,320,699,6.0
3434,BHAJI MARKET,4,2,Belagavi,114,320,699,6.0
3436,BUS STAND GATE,15,2,Belagavi,114,320,699,6.0
3438,ASHOK NAGAR,22,1,Belagavi,114,320,699,6.0
3440,BOXITE ROAD,13,2,Belagavi,114,320,699,6.0
3442,SAHYADRI NAGAR,SHYADRI NAGAR,1,Belagavi,114,320,699,6.0
3444,CHAVAT GALLI,18,2,Belagavi,114,320,699,6.0
3446,KUDACHI ROAD,21,1,Belagavi,114,320,699,6.0
3448,ANJNEY NAGAR,5,2,Belagavi,114,320,699,6.0
3450,YAMNAPUR BRIDGE,33,1,Belagavi,114,320,699,6.0
3452,DHARAMANATH CIRCLE TOWARDS RAMDEV CIRCLE ROAD,45,2,Belagavi,114,320,699,6.0
3454,KIMJIBAI PUMP,26,1,Belagavi,114,320,699,6.0
3456,BALLARY NALA,24,1,Belagavi,114,320,699,6.0
3458,kanakdas circle,14,1,Belagavi,114,320,699,6.0
3460,DESHAPANDE PETROL PUMP,19,2,Belagavi,114,320,699,6.0
3462,APMC ROAD,36,2,Belagavi,114,320,699,6.0
3464,OLD BHAJI MARKET,37,1,Belagavi,114,320,699,6.0
3466,RAMDEV CIRCLE,31,1,Belagavi,114,320,699,6.0
3468,y zunction,30,1,Belagavi,114,320,699,6.0
3470,VRL TOWARDS TOWARDS MANIKBHAG,HALAGA TOWARDS KAKATI NH ROAD,1,Belagavi,114,320,699,6.0
3472,MUCHANDI GARAGE TOWARDS KANAKDASH SERVICE ROAD,42,2,Belagavi,114,320,699,6.0
3474,KUMARSWAMY LAYOUT,27,2,Belagavi,114,320,699,6.0
3476,J M F C BUS STOP,34,1,Belagavi,114,320,699,6.0
3478,SHIVABASAV NAGAR,Shivabasava Nagar,2,Belagavi,114,320,699,6.0
3480,DARBAR GALLI,20,1,Belagavi,114,320,699,6.0
3482,PATSON SHOW ROOM,17,3,Belagavi,114,320,699,6.0
3484,HINDALAGA ROAD,07,3,Belagavi,114,320,699,6.0
3486,RPD ROAD,03,2,Belagavi,114,320,699,6.0
3488,DHACK BANGALOW,16,2,Belagavi,114,320,699,6.0
3490,MANGASOOLI KHOOT,02,3,Belagavi,114,320,699,6.0
3492,KHANAPUR ROAD,04,2,Belagavi,114,320,699,6.0
3494,KHADEBAZAR LIMITS,09,3,Belagavi,114,320,699,6.0
3496,CAMP LIMITS,08,2,Belagavi,114,320,699,6.0
3498,CONGRESS ROAD,06,2,Belagavi,114,320,699,6.0
3500,UDYAMABAG ROAD,05,2,Belagavi,114,320,699,6.0
3502,TILAKAWADI LIMITS,12,3,Belagavi,114,320,699,6.0
3504,ANSURAKAR GALLI,13,3,Belagavi,114,320,699,6.0
3506,CHANNAMMA CIRCLE,01,4,Belagavi,114,320,699,6.0
3508,RAMALING KHIND GALLI CROSS,14,2,Belagavi,114,320,699,6.0
3510,BANDUR GALLI,15,2,Belagavi,114,320,699,6.0
3512,SHAHAPUR LIMITS,11,2,Belagavi,114,320,699,6.0
3514,BHAGYANAGAR FIRST CROSS,19,2,Belagavi,114,320,699,6.0
3516,KAPILESHWAR ROAD,10,2,Belagavi,114,320,699,6.0
3518,HARIMANDIR,18,2,Belagavi,114,320,699,6.0
3520,VINAYAK NAGAR,04,17,Belagavi,114,320,699,28.0
3530,GANESHPUR LAXMI NAGR,01,28,Belagavi,114,320,699,30.0
3542,ARAGIN TALAV,03,14,Belagavi,114,320,699,28.0
3552,GANESHPUR LAXMI NAGAR,05,18,Belagavi,114,320,699,28.0
3560,BOGARVES,02,17,Belagavi,114,320,699,30.0
3570,Sainik Nagar first and Second cross,80,2,Belagavi,114,320,699,18.0
3574,GANESH CHOUCK,38,2,Belagavi,114,320,699,14.0
3578,DHARWADKAR APARTMENT,20,4,Belagavi,114,320,699,20.0
3584,TJSB SAHAKARI BANK,21,10,Belagavi,114,320,699,28.0
3592,Jyoti Nagar,57,9,Belagavi,114,320,699,20.0
3600,Saraswati Nagar first Cross to Parwati Layout,68,9,Belagavi,114,320,699,22.0
3608,Gloobe Khoot Cross,09,11,Belagavi,114,320,699,20.0
3616,LAXMINAGAR FIFTH CROSS,41,5,Belagavi,114,320,699,16.0
3620,Saraswati Nagar fourth Cross to Parwati Layout,71,3,Belagavi,114,320,699,10.0
3624,REX STORES,19,10,Belagavi,114,320,699,22.0
3632,NAKSHATRA COLONY,29,6,Belagavi,114,320,699,20.0
3638,KOKITKAR LAYOUT,47,8,Belagavi,114,320,699,22.0
3648,SAMARTH COLONY FIRST STAGE,44,4,Belagavi,114,320,699,12.0
3654,MES Pump House,16,11,Belagavi,114,320,699,20.0
3662,Hawlock Road,14,11,Belagavi,114,320,699,28.0
3672,VINAYAK NAGAR CIRCLE,31,1,Belagavi,114,320,699,4.0
3674,Laxmi Mandir New Sainik Nagar,82,1,Belagavi,114,320,699,4.0
3676,Old Post Office,08,5,Belagavi,114,320,699,14.0
3682,Khanapur Road,10,11,Belagavi,114,320,699,20.0
3690,SAI MANDIR FIRST CROSS,37,13,Belagavi,114,320,699,20.0
3696,CLUB ROAD MASIDI,22,8,Belagavi,114,320,699,22.0
3704,Shivaneri Colony,76,2,Belagavi,114,320,699,10.0
3708,LAXMINAGAR SHIVAJI MURTHY,42,6,Belagavi,114,320,699,20.0
3714,High Street,12,9,Belagavi,114,320,699,28.0
3724,Kondappa Street,11,5,Belagavi,114,320,699,20.0
3730,VINAYAK NAGAR,30,5,Belagavi,114,320,699,16.0
3738,HAVANNAVAR HOUSE,24,9,Belagavi,114,320,699,22.0
3748,Saraswati Nagar Second Cross to Parwati Layout,69,6,Belagavi,114,320,699,14.0
3752,DESHPANDE KHOOT MASHIDI,17,16,Belagavi,114,320,699,28.0
3762,St Anthony School,07,4,Belagavi,114,320,699,16.0
3768,BACHI CROSS,25,6,Belagavi,114,320,699,16.0
3772,VIJAY NAGAR SECOND CROSS TO MARATHI SCHOOL,48,8,Belagavi,114,320,699,20.0
3778,Chappel Road,13,3,Belagavi,114,320,699,20.0
3784,GANESHPUR MARUTI MANDIR PIPE LINE ROAD,39,5,Belagavi,114,320,699,24.0
3790,SHIVGANESH MANDIR,43,4,Belagavi,114,320,699,20.0
3796,RLS COLLEGE,18,11,Belagavi,114,320,699,22.0
3804,Sambaji Nagar Brahmanand Colony,60,4,Belagavi,114,320,699,20.0
3810,MLRC Mess,15,12,Belagavi,114,320,699,20.0
3818,AJAREKAR BUILDING,28,2,Belagavi,114,320,699,16.0
3822,Vaibhav colony Ganeshpur road,52,1,Belagavi,114,320,699,4.0
3824,Saraswati Nagar Seventh Cross to Parwati Layout,74,1,Belagavi,114,320,699,4.0
3826,Saraswati Nagar Fifth Cross to Parwati Layout,72,2,Belagavi,114,320,699,4.0
3828,Mahalaxmi Naga first and second Main cross,77,3,Belagavi,114,320,699,20.0
3834,Ganeshpur road Durgadevi galli,63,7,Belagavi,114,320,699,28.0
3844,SINDHU NAGAR,33,2,Belagavi,114,320,699,14.0
3848,Sukha sagar colony,61,7,Belagavi,114,320,699,16.0
3854,Samruddha Colony,62,3,Belagavi,114,320,699,10.0
3860,Kranti Nagar,56,7,Belagavi,114,320,699,14.0
3866,SYNDICATE COLONY AREA.,49,1,Belagavi,114,320,699,6.0
3868,VINAYAK NAGAR STOP RIGHT SIDE,32,8,Belagavi,114,320,699,20.0
3876,Contonment Office,06,9,Belagavi,114,320,699,22.0
3884,R A LINE QTRS,26,10,Belagavi,114,320,699,16.0
3890,DEFENCE COLONY CROSS TO KARUNA BAR,40,2,Belagavi,114,320,699,10.0
